ENABLE,id,mst_advent_battle_reward_group_id,resource_type,resource_id,resource_amount,release_key
e,quest_raid_osh1_reward_group_00001_41_3,quest_raid_osh1_reward_group_00001_41,Item,memoryfragment_glo_00001,3,202512020
e,quest_raid_osh1_reward_group_00001_41_4,quest_raid_osh1_reward_group_00001_41,Item,memoryfragment_glo_00002,2,202512020
e,quest_raid_osh1_reward_group_00001_42_1,quest_raid_osh1_reward_group_00001_42,FreeDiamond,prism_glo_00001,40,202512020
e,quest_raid_osh1_reward_group_00001_42_2,quest_raid_osh1_reward_group_00001_42,Coin,,4000,202512020
e,quest_raid_osh1_reward_group_00001_42_3,quest_raid_osh1_reward_group_00001_42,Item,memoryfragment_glo_00001,3,202512020
e,quest_raid_osh1_reward_group_00001_42_4,quest_raid_osh1_reward_group_00001_42,Item,memoryfragment_glo_00002,2,202512020
e,quest_raid_osh1_reward_group_00001_43_1,quest_raid_osh1_reward_group_00001_43,FreeDiamond,prism_glo_00001,40,202512020
e,quest_raid_osh1_reward_group_00001_43_2,quest_raid_osh1_reward_group_00001_43,Coin,,4000,202512020
e,quest_raid_osh1_reward_group_00001_43_3,quest_raid_osh1_reward_group_00001_43,Item,memoryfragment_glo_00001,3,202512020
e,quest_raid_osh1_reward_group_00001_43_4,quest_raid_osh1_reward_group_00001_43,Item,memoryfragment_glo_00002,2,202512020
e,quest_raid_osh1_reward_group_00001_43_5,quest_raid_osh1_reward_group_00001_43,Item,memoryfragment_glo_00003,1,202512020
e,quest_raid_osh1_reward_group_00001_44_1,quest_raid_osh1_reward_group_00001_44,Emblem,emblem_adventbattle_osh_season01_00001,1,202512020
e,quest_raid_osh1_reward_group_00001_44_2,quest_raid_osh1_reward_group_00001_44,FreeDiamond,prism_glo_00001,1000,202512020
e,quest_raid_osh1_reward_group_00001_44_3,quest_raid_osh1_reward_group_00001_44,Coin,,100000,202512020
e,quest_raid_osh1_reward_group_00001_44_4,quest_raid_osh1_reward_group_00001_44,Item,ticket_glo_00002,5,202512020
e,quest_raid_osh1_reward_group_00001_45_1,quest_raid_osh1_reward_group_00001_45,Emblem,emblem_adventbattle_osh_season01_00002,1,202512020
e,quest_raid_osh1_reward_group_00001_45_2,quest_raid_osh1_reward_group_00001_45,FreeDiamond,prism_glo_00001,750,202512020
e,quest_raid_osh1_reward_group_00001_45_3,quest_raid_osh1_reward_group_00001_45,Coin,,75000,202512020
e,quest_raid_osh1_reward_group_00001_45_4,quest_raid_osh1_reward_group_00001_45,Item,ticket_glo_00002,5,202512020
e,quest_raid_osh1_reward_group_00001_46_1,quest_raid_osh1_reward_group_00001_46,Emblem,emblem_adventbattle_osh_season01_00003,1,202512020
e,quest_raid_osh1_reward_group_00001_46_2,quest_raid_osh1_reward_group_00001_46,FreeDiamond,prism_glo_00001,500,202512020
e,quest_raid_osh1_reward_group_00001_46_3,quest_raid_osh1_reward_group_00001_46,Coin,,50000,202512020
e,quest_raid_osh1_reward_group_00001_46_4,quest_raid_osh1_reward_group_00001_46,Item,ticket_glo_00002,5,202512020
e,quest_raid_osh1_reward_group_00001_47_1,quest_raid_osh1_reward_group_00001_47,Emblem,emblem_adventbattle_osh_season01_00004,1,202512020
e,quest_raid_osh1_reward_group_00001_47_2,quest_raid_osh1_reward_group_00001_47,FreeDiamond,prism_glo_00001,300,202512020
e,quest_raid_osh1_reward_group_00001_47_3,quest_raid_osh1_reward_group_00001_47,Coin,,30000,202512020
e,quest_raid_osh1_reward_group_00001_47_4,quest_raid_osh1_reward_group_00001_47,Item,ticket_glo_00002,4,202512020
e,quest_raid_osh1_reward_group_00001_48_1,quest_raid_osh1_reward_group_00001_48,Emblem,emblem_adventbattle_osh_season01_00005,1,202512020
e,quest_raid_osh1_reward_group_00001_48_2,quest_raid_osh1_reward_group_00001_48,FreeDiamond,prism_glo_00001,200,202512020
e,quest_raid_osh1_reward_group_00001_48_3,quest_raid_osh1_reward_group_00001_48,Coin,,20000,202512020
e,quest_raid_osh1_reward_group_00001_48_4,quest_raid_osh1_reward_group_00001_48,Item,ticket_glo_00002,3,202512020
e,quest_raid_osh1_reward_group_00001_49_1,quest_raid_osh1_reward_group_00001_49,Emblem,emblem_adventbattle_osh_season01_00006,1,202512020
e,quest_raid_osh1_reward_group_00001_49_2,quest_raid_osh1_reward_group_00001_49,FreeDiamond,prism_glo_00001,150,202512020
e,quest_raid_osh1_reward_group_00001_49_3,quest_raid_osh1_reward_group_00001_49,Coin,,15000,202512020
e,quest_raid_osh1_reward_group_00001_49_4,quest_raid_osh1_reward_group_00001_49,Item,ticket_glo_00002,3,202512020
e,quest_raid_osh1_reward_group_00001_50_1,quest_raid_osh1_reward_group_00001_50,FreeDiamond,prism_glo_00001,100,202512020
e,quest_raid_osh1_reward_group_00001_50_2,quest_raid_osh1_reward_group_00001_50,Coin,,10000,202512020
e,quest_raid_osh1_reward_group_00001_50_3,quest_raid_osh1_reward_group_00001_50,Item,ticket_glo_00002,2,202512020
e,quest_raid_osh1_reward_group_00001_51_1,quest_raid_osh1_reward_group_00001_51,FreeDiamond,prism_glo_00001,50,202512020
e,quest_raid_osh1_reward_group_00001_51_2,quest_raid_osh1_reward_group_00001_51,Coin,,5000,202512020
e,quest_raid_osh1_reward_group_00001_51_3,quest_raid_osh1_reward_group_00001_51,Item,ticket_glo_00002,2,202512020
e,quest_raid_osh1_reward_group_00001_52_1,quest_raid_osh1_reward_group_00001_52,FreeDiamond,prism_glo_00001,20,202512020
e,quest_raid_osh1_reward_group_00001_52_2,quest_raid_osh1_reward_group_00001_52,Coin,,2000,202512020
e,quest_raid_osh1_reward_group_00001_52_3,quest_raid_osh1_reward_group_00001_52,Item,ticket_glo_00002,1,202512020
e,quest_raid_osh1_reward_group_00001_53_1,quest_raid_osh1_reward_group_00001_53,Item,memoryfragment_glo_00003,1,202512020
e,quest_raid_osh1_reward_group_00001_54_1,quest_raid_osh1_reward_group_00001_54,Item,ticket_glo_00002,1,202512020
